W,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,POSTSEASON,SEED,L
22,112.4,92.6,52.3,46.6,22.5,20.4,37.4,30.9,37.8,33.2,51.9,45.5,35.5,32.0,70.0,1.0,9.0,11
21,108.6,92.1,48.7,47.4,21.4,18.6,37.7,26.1,31.4,26.9,50.3,48.0,30.2,30.9,65.9,1.0,9.0,13
23,104.8,92.1,50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,53.3,43.6,30.8,31.7,67.0,1.0,9.0,12
19,107.7,96.5,52.1,47.0,17.2,18.9,22.5,31.6,26.2,29.5,52.6,46.4,34.4,32.0,71.2,0.0,9.0,13
24,110.2,93.0,53.1,47.1,17.9,18.4,30.0,24.0,28.5,33.0,54.4,48.7,34.3,28.9,69.0,0.0,10.0,9
26,113.6,97.9,53.4,52.5,14.0,20.4,22.4,30.3,28.9,24.8,54.8,53.0,33.9,34.5,67.7,4.0,10.0,11
25,106.9,92.3,55.6,46.9,18.5,20.1,25.1,24.0,31.5,28.9,54.9,47.3,37.6,30.9,64.6,0.0,10.0,7
27,115.8,101.1,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,54.2,48.9,38.5,33.6,64.6,0.0,10.0,6
23,115.6,95.2,55.1,49.0,17.0,18.7,27.8,26.2,24.5,25.6,52.6,49.3,39.2,32.3,63.3,0.0,11.0,13
19,113.9,96.2,52.1,49.7,17.3,14.7,31.0,24.0,29.4,25.6,52.7,50.4,33.9,32.4,66.4,2.0,11.0,15
24,112.8,96.7,54.0,49.0,15.6,15.1,22.1,24.7,27.3,22.2,51.9,49.6,37.9,32.0,65.4,1.0,11.0,10
22,101.7,88.4,49.1,47.9,20.4,24.6,28.4,28.3,27.1,36.7,50.1,50.8,31.5,28.9,66.3,2.0,11.0,13
18,106.6,96.3,49.9,48.6,17.3,17.8,29.6,27.0,26.2,28.6,49.4,47.1,33.9,33.9,65.0,0.0,11.0,14
21,107.7,91.6,50.6,46.2,17.2,17.6,27.0,25.1,33.5,30.7,50.9,43.9,33.3,33.0,67.2,0.0,12.0,14
27,111.8,99.1,52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,50.8,47.8,38.0,32.9,68.9,0.0,12.0,6
25,107.9,97.3,52.3,47.1,17.1,15.7,25.5,24.6,37.1,24.8,54.4,48.4,33.0,30.1,65.8,0.0,12.0,8
27,106.0,96.0,51.9,45.2,20.8,16.8,32.6,25.7,34.6,28.3,53.2,45.6,33.4,29.8,66.1,1.0,12.0,4
24,106.9,99.1,51.1,50.5,14.3,18.8,22.4,27.5,31.0,23.4,52.3,49.9,33.0,34.3,66.7,1.0,12.0,13
28,109.7,97.3,57.1,47.7,14.7,16.8,23.7,18.7,26.7,23.3,58.6,45.3,36.8,34.4,64.8,0.0,13.0,5
27,107.3,97.3,52.2,49.4,17.0,18.1,32.7,26.2,26.8,27.8,53.0,52.1,33.9,30.3,64.6,0.0,13.0,6
30,114.1,103.5,59.2,51.4,15.3,15.8,23.7,24.3,34.6,21.3,55.9,50.3,43.7,35.2,69.6,0.0,13.0,3
24,105.5,101.7,52.5,49.1,17.7,17.5,29.0,26.4,39.3,26.1,52.2,47.4,35.3,34.8,61.9,0.0,13.0,8
23,107.0,103.2,55.6,48.9,16.9,16.0,26.6,25.1,26.3,24.1,52.1,48.0,40.4,33.7,67.0,0.0,14.0,11
26,105.7,103.7,51.5,51.4,18.4,20.0,33.2,24.5,35.4,26.5,47.9,53.9,38.4,32.1,65.8,0.0,14.0,3
19,99.4,97.9,49.7,48.9,18.3,18.2,25.6,26.7,32.2,32.1,50.1,51.2,32.6,30.5,68.9,0.0,14.0,11
27,103.6,102.5,53.9,49.4,18.7,18.2,26.7,23.5,40.1,36.1,52.9,48.9,37.0,33.6,67.1,0.0,14.0,6
22,99.4,93.1,47.5,44.2,20.1,20.5,30.9,29.0,37.4,41.2,45.6,44.5,34.6,29.2,65.6,4.0,15.0,11
22,106.5,103.2,53.4,49.6,18.3,18.5,26.7,31.3,34.5,29.1,54.4,47.7,34.5,35.4,66.6,0.0,15.0,12
21,104.5,102.2,53.6,48.1,19.7,17.1,28.2,27.0,32.1,21.6,51.0,47.5,38.0,32.7,65.1,0.0,15.0,9
21,102.0,103.1,48.9,51.1,17.9,20.2,29.1,28.2,34.8,25.7,48.4,48.4,33.4,37.3,66.0,0.0,15.0,9
18,101.9,98.4,44.7,50.0,16.6,22.1,32.5,31.0,30.4,33.2,42.5,46.2,32.4,37.5,67.3,0.0,16.0,8
22,102.9,104.1,49.6,47.6,19.0,16.6,32.8,31.7,32.7,25.2,52.8,47.0,30.3,32.5,72.3,0.0,16.0,9
22,104.8,106.2,51.7,51.4,17.7,18.5,31.0,30.1,31.6,26.1,52.5,51.9,33.4,33.8,68.8,0.0,16.0,13
19,96.3,98.5,48.2,45.3,21.4,17.3,33.0,28.0,33.6,33.4,48.6,45.1,31.4,30.4,68.1,0.0,16.0,13
24,100.7,103.0,50.9,45.8,20.1,18.4,30.1,27.8,38.3,33.5,50.8,47.1,34.0,29.5,67.0,0.0,16.0,4
23,96.4,102.8,47.2,49.0,19.7,22.6,34.0,28.8,38.0,42.3,46.9,50.3,31.8,31.5,69.2,0.0,16.0,8
28,113.8,92.3,52.6,47.0,17.5,20.2,28.7,28.7,29.8,31.1,53.0,47.2,34.7,31.0,69.0,1.0,1.0,8
29,117.9,93.7,51.8,47.2,17.2,15.4,38.4,23.5,37.2,19.2,54.1,47.2,32.2,31.3,63.9,0.0,1.0,6
31,116.1,89.0,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,72.6,2.0,1.0,6
33,117.3,90.3,52.3,42.7,15.4,21.1,37.1,27.7,28.9,35.7,53.1,43.4,34.0,27.9,63.4,2.0,1.0,4
29,116.1,91.8,53.3,48.1,16.3,22.1,28.3,29.0,30.5,33.7,54.0,47.9,34.7,32.4,68.5,4.0,2.0,9
29,118.7,96.0,56.0,51.0,15.3,22.5,26.2,31.7,27.0,29.1,58.2,50.3,35.3,34.7,68.4,1.0,2.0,7
28,119.4,95.4,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,56.4,46.2,37.8,32.3,72.2,0.0,2.0,7
31,114.9,88.5,51.1,46.8,14.9,23.3,33.0,28.2,27.4,27.5,50.6,46.9,34.9,31.1,66.1,2.0,2.0,6
26,112.6,94.7,52.3,48.1,19.3,21.0,29.9,30.3,36.1,36.3,52.8,49.2,34.3,30.8,69.8,4.0,3.0,10
31,123.2,99.0,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26.0,58.2,50.6,37.5,35.2,70.1,4.0,3.0,5
23,121.7,100.6,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,51.6,53.3,36.8,32.5,66.9,1.0,3.0,11
27,118.0,98.5,55.2,50.3,17.2,16.2,30.8,25.0,31.4,27.0,53.8,48.6,39.0,35.8,70.5,2.0,3.0,10
31,121.5,91.2,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,66.7,32.0,4.0,8
23,113.1,96.9,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,53.0,45.4,36.8,33.4,67.9,1.0,4.0,12
25,110.0,94.0,51.2,48.3,13.6,19.5,25.6,24.9,34.7,26.3,50.4,46.4,35.0,34.1,61.3,0.0,4.0,8
25,111.2,87.5,49.9,42.8,18.1,22.2,36.4,26.9,30.7,33.8,50.3,45.1,32.8,26.5,65.1,2.0,4.0,11
32,110.8,89.5,49.3,46.5,17.3,19.1,31.6,26.1,33.2,30.2,48.4,49.3,34.0,28.3,65.7,16.0,5.0,6
29,119.1,100.9,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24.0,53.8,51.8,36.8,33.5,68.6,8.0,5.0,8
27,112.1,90.5,52.0,47.1,16.4,19.2,32.6,21.9,32.0,29.9,50.8,45.7,36.1,33.3,61.9,1.0,5.0,7
27,113.3,92.9,51.1,46.0,18.3,16.5,35.9,26.1,29.9,23.7,51.5,46.2,33.5,30.5,64.9,1.0,5.0,9
24,115.0,93.2,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,55.1,45.7,35.4,33.6,67.7,4.0,6.0,13
22,115.7,97.7,50.6,48.6,17.4,16.6,39.2,25.0,31.9,29.9,50.0,48.6,34.7,32.4,65.8,1.0,6.0,12
22,111.7,94.6,50.0,48.1,16.7,21.6,32.2,30.5,34.1,30.1,51.5,49.2,31.0,30.8,69.7,1.0,6.0,13
19,107.0,90.9,49.9,49.9,19.6,25.0,33.9,26.5,27.9,40.8,50.0,49.2,33.1,33.7,64.0,0.0,6.0,14
22,109.7,93.4,47.3,48.4,14.7,21.3,28.6,27.7,29.7,31.6,46.7,46.8,32.1,33.8,64.5,1.0,7.0,12
25,117.5,104.5,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,55.8,52.2,36.0,35.0,68.9,1.0,7.0,10
25,113.8,95.7,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33.0,66.0,0.0,7.0,10
21,114.4,96.4,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28.0,48.2,48.7,39.3,32.4,64.6,2.0,7.0,13
22,112.6,95.8,50.8,47.7,16.5,18.4,30.0,28.1,34.3,28.4,51.8,47.4,32.8,32.3,64.3,1.0,8.0,13
19,119.9,103.9,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,52.1,52.5,34.0,36.6,69.6,0.0,8.0,14
26,115.4,95.0,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,71.0,0.0,8.0,9
22,111.9,93.3,50.9,47.2,18.1,20.5,30.8,27.9,39.3,39.5,52.5,47.4,31.3,31.1,69.5,2.0,8.0,14
35,114.0,95.8,54.3,46.1,16.9,17.7,31.4,25.4,29.6,26.3,53.8,44.7,36.6,32.4,67.5,8.0,9.0,2
21,113.1,94.9,49.5,45.7,17.7,18.9,32.8,32.4,36.3,38.9,50.7,47.0,31.5,28.8,67.6,1.0,9.0,13
19,117.2,97.5,51.5,50.9,18.5,20.9,34.0,29.3,39.4,38.7,50.9,50.8,35.0,34.0,68.4,0.0,9.0,15
20,108.9,95.4,51.4,46.7,18.4,18.5,31.6,26.7,34.3,30.1,55.1,45.1,30.8,33.4,69.8,0.0,9.0,13
23,117.5,100.7,55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,53.1,49.2,38.7,32.7,64.3,1.0,10.0,14
22,111.8,97.4,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51.0,42.7,34.5,33.4,68.0,0.0,10.0,11
24,110.1,95.6,51.6,47.5,16.6,17.5,27.2,24.0,30.3,27.6,50.6,48.0,35.6,31.2,66.3,0.0,10.0,9
26,115.4,98.0,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,68.6,0.0,10.0,8
24,113.1,101.6,52.5,48.5,16.3,16.6,29.5,28.6,32.9,30.4,51.4,48.2,36.0,32.6,67.2,1.0,11.0,12
21,114.9,101.2,51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,50.8,49.2,34.6,33.8,66.8,0.0,11.0,12
23,113.6,99.2,51.5,49.8,13.5,18.8,30.4,26.2,25.3,34.0,51.1,50.9,34.7,31.6,69.2,0.0,11.0,11
23,108.4,95.0,48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,48.5,43.6,32.2,34.1,68.1,0.0,11.0,13
21,103.4,91.8,46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,50.4,45.8,26.6,31.1,63.6,0.0,11.0,13
22,109.7,99.5,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50.0,34.4,33.0,65.9,0.0,11.0,10
27,108.8,95.6,52.9,46.9,15.5,17.5,23.8,22.4,28.4,27.4,51.9,46.9,36.4,31.3,66.3,0.0,12.0,7
27,105.5,93.4,52.0,46.9,19.6,23.9,28.9,30.0,41.6,31.1,51.9,46.4,34.8,31.9,67.9,0.0,12.0,8
30,111.8,101.6,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,55.9,46.8,36.5,34.3,70.2,0.0,12.0,1
31,109.4,97.7,51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,52.5,49.1,33.0,30.1,71.0,0.0,12.0,3
28,112.7,104.8,55.0,50.7,15.7,18.2,28.9,27.3,34.8,31.9,58.3,51.5,34.1,32.7,68.2,1.0,13.0,5
26,110.8,101.6,52.8,50.5,17.7,18.4,33.3,26.3,37.0,34.2,51.9,49.3,36.5,35.6,68.4,0.0,13.0,5
27,110.3,98.3,51.6,46.3,15.1,20.7,31.6,30.8,29.0,30.9,50.4,47.1,36.2,29.7,68.5,0.0,13.0,8
28,107.0,97.0,50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,51.4,47.9,33.2,31.0,67.8,0.0,13.0,5
24,111.3,106.0,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,50.4,47.1,37.6,32.3,64.9,0.0,14.0,9
25,105.1,98.2,51.0,49.8,17.8,20.1,25.7,25.4,44.0,35.1,52.6,48.8,31.8,34.6,66.3,0.0,14.0,8
26,105.6,100.3,52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,51.2,50.6,36.8,34.5,68.4,0.0,14.0,6
27,110.0,105.7,54.1,50.1,17.0,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,64.4,0.0,14.0,6
23,109.7,102.5,54.8,51.0,14.3,16.6,19.2,22.3,28.1,26.9,55.4,50.1,36.0,35.1,64.5,0.0,15.0,10
26,112.5,106.1,58.2,52.2,15.0,17.6,25.0,24.5,27.3,20.2,56.9,51.5,40.5,35.6,67.5,0.0,15.0,8
27,102.3,103.5,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,51.1,49.5,38.6,30.6,68.2,0.0,15.0,6
23,109.1,101.0,52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,53.3,48.1,33.7,32.7,67.0,2.0,15.0,7
21,106.1,114.7,51.3,54.7,16.3,21.1,30.9,29.3,28.0,33.9,51.1,55.8,34.3,35.3,68.6,1.0,16.0,14
22,102.6,101.4,49.1,51.3,17.3,23.3,31.6,33.0,26.9,30.5,47.4,49.3,34.3,36.4,61.9,0.0,16.0,11
22,102.7,106.3,51.8,50.9,22.8,20.6,33.7,31.9,32.2,33.9,49.8,51.1,36.9,33.8,69.0,0.0,16.0,10
24,105.8,107.4,50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,48.3,54.1,36.4,33.8,68.9,0.0,16.0,7
14,95.4,105.4,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,47.7,48.9,28.0,33.9,69.2,0.0,16.0,19
19,99.4,107.8,50.1,51.3,17.3,19.0,25.0,28.3,38.2,44.1,50.3,50.7,33.2,35.0,72.0,0.0,16.0,15
